context,label_score,label
"Second, the RoIs class type (title, text, table, figure, and list) [26] within each image.",0.0,Neutral
"The RoI segmentation is basically categorized into four different categories: Hough Transform [26], Projection profiles [23, 28], Smearing [29], and segmentation based on connected components.",0.0,Neutral
"The segmentaion techniques are basically characterized into four categories: Hough Transform [ 20 ], Projection rofiles [ 21 ], Smearing [ 22 ], and segmentation based on connected components.",0.0,Neutral
"Driven by the success of object detection [17, 42] and semantic segmentation [8, 31] in images, layout analysis in documents is also framed as detection and segmentation tasks in some works [26,43,62], where detector models are trained to detect semantically coherent text blocks as objects.",0.0,Neutral
[15] is the first to apply FCN based semantic segmentation models to the TSR task.,0.0,Neutral
"Generally speaking, early attempts can be divided into the categories of textual-based [4,6,10], convolution-based [12,15, 24,26,34] and GCN-based [19] methods.",0.0,Neutral
"One such method [2] trains a deep learning network on Marmot dataset [9] for locating structural components like rows, columns and cells.",0.0,Neutral
"Recent methods such as TableNet [1], DeepDeSRT [2], Graph Neural Networks based table recognition [3] often fail to work on very complex tables due to their low generalization ability.",0.0,Neutral
Table 1: Performance Comparison of TSR-DSAW against TableNet [1] and DeepDeSRT [2].,0.0,Neutral
"Experimental Results: Now, we present comparison results of TSR-DSAW against two previous methods of TSR - TableNet [1] and DeepDeSRT [2].",0.5,Weak
DeepDeSRT [24] is a deep learning based approach that aims at detecting tables and recognizing table structures.,0.0,Neutral
"DeepDeSRT [24] uses semantic segmentation to segment the rows and columns in a table, meaning that it only relies on the visual features.",0.0,Neutral
"Several published works [46,42,56] exploit the advances in object detection [40,19] to further improve the accuracy in document layout analysis.",0.0,Neutral
DeepDeSRT [18] became the first popular object detection approach for table detection,0.0,Neutral
"The DL-based methods in [7, 11] are among the first to apply neural networks designed for object detection to table parsing.",0.0,Neutral
"As pioneering works in table structure parsing, [3] and [7] have both included a review of works in table structure recognition prior to DL.",0.0,Neutral
"After [7], researchers have started to revisit table structure parsing with DL methods, which turned out highly promising compared to the rule-based (e.",0.0,Neutral
"Table detection is a popular task with a large body of literature, table structure parsing and table recognition were revisited2 after the pioneering work of [7] using state-of-the-art deep neural networks.",0.0,Neutral
"The success of DL has marked the revisiting of table structure parsing by [7], which inspired follow-up research [27, 1, 6, 2, 28, 29, 30, 19, 31, 18, 32, 17].",0.0,Neutral
"Other researchers have used transfer learning to alleviate the lack of training data  [23, 26].",0.0,Neutral
"For instance, in [26, 29, 30, 32], the authors considered columns and rows as object types and reconstructed table structures from the detected rows and columns.",0.0,Neutral
", object detection and segmentation), table recognition has not been formulated in a principled way so far, and deep neural networks have only been used to address sub-tasks in heuristically designed steps [26, 30].",0.0,Neutral
[26] suggested the first method to address the table detection and structure recognition problems using deep learning.,0.0,Neutral
"Due to recent rapid development of image acquisition devices, data storage and processing capacity, document processing has made a great advancements [6, 26].",0.0,Neutral
"With the development of deep learning, DeepDeSRT [7] was proposed, which uses deep learning to conduct table detection and table structure recognition, that is, to identify the positions of rows, columns and cells in the detected table.",0.0,Neutral
"Therefore, subsequent post-processing steps are necessary [16], [18], [20].",0.0,Neutral
"In the field of document analysis, the combination of Support Vector Machine and Deep Neural Network initially replaced traditional machine learning to promote RPA to help solve unstructured document data [22], thus, the convolution model has been gradually used for document analysis [23,24].",0.0,Neutral
"[24] proposed that DeepDeSRT could conduct table detection and structure identification, as based on Faster R-CNN, to identify the positions of rows, columns, and cells in a table.",0.0,Neutral
"We also compare performance of several best methods on this dataset in Table 5, including rule-based method using text extracted from PDF files [43] and page images [2], deep CNN-basedmethods likeDeepDeSRT [16], TableNet [23], CascadeTableNet [18], and the result of two commercial systems ABBYY FineReader 11.0 and OmniPage 18 Professional.",0.5,Weak
"The DeepDeSRT [16], DeCNT [17], and CascadeTableNet [18] use Faster R-CNN as the basic framework for table detection.",0.0,Neutral
"For example, the DeepDeSRT and TableNet were tested on a set of randomly chosen 34 images since the remaining images were used for training [16,23].",0.0,Neutral
"We also compare performance of several best methods on this dataset in Table 5, including rule-based method using text extracted from PDF files [43] and page images [2], deep CNN-basedmethods likeDeepDeSRT [16], TableNet [23], CascadeTableNet [18], and the result of two commercial systems ABBYY FineReader 11.",0.5,Weak
"For learning feature maps, DeepDeSRT uses ZFNet [19] and VGG-16 [10] as the backbone, while DeCNT uses the deformable convolution.",0.0,Neutral
"In Section 2.1, we introduced the application of the Convolutional Neural Network (CNN) in document layout analysis (He et al., 2015; Ren et al., 2016; He et al., 2018; Liu et al., 2016; Redmon & Farhadi, 2018; Yang et al., 2017a; Schreiber et al., 2017).",0.0,Neutral
"Schreiber et al. (2017) first apply the Faster R-CNN model to table detection and recognition in document layout analysis as shown in Figure 2, achieving SOTA performance in the ICDAR 2013 table detection dataset (Göbel et al., 2013).",0.0,Neutral
"1, we introduced the application of the Convolutional Neural Network (CNN) in document layout analysis (He et al., 2015; Ren et al., 2016; He et al., 2018; Liu et al., 2016; Redmon & Farhadi, 2018; Yang et al., 2017a; Schreiber et al., 2017).",0.0,Neutral
"Cognitive methods in this space broadly classified into five categories — image-to-sequence models [17, 2, 14], segmentation networks [26, 18, 20, 23], graph formulations [22, 4, 24], conditional generative adversarial networks [16] and a recent multi-modal method by [40].",0.0,Neutral
"For DeepDeSRT [26], we use our implementation.",1.0,Strong
"In order to compare our method against others on TUCD dataset, we develop our implementation of DeepDeSRT [26], and use open source implementations of DGCNN (TIES) [22], SPLERGE [30], and TabStruct-Net [24].",1.0,Strong
"DeepDeSRT, a deep learning neural network, performs image analysis to identify table formats and constructs templates [27].",0.0,Neutral
Method Train Dataset P R F1 DeepDeSRT [32] ICDAR-2013 0.,0.0,Neutral
DeepDeSRT [32] - - SPLERGE [35] SciTSR + ICDAR-2019 0.,0.0,Neutral
"[13, 25, 32] attempt to predict row/column boundaries or even invisible grid lines, which are limited in identifying cells spanning multiple rows and columns.",0.0,Neutral
"They can be categorized into two groups: non-table-element-based approaches [13, 17, 25, 32, 35, 44] and tableelement-based approaches [2, 19, 27–29, 31, 41, 43].",0.0,Neutral
[16] ICDAR 2013 ICDAR 2013 (Test Set) N/A ü ü ü Row/Column Adjacency [19] relations,0.0,Neutral
[16] propose a deep learning based model for Faster-RCNN-based table detection and Fully Convolutional Network (FCN)-based structure recognition to segment the rows and columns in detected table regions.,0.0,Neutral
"TE is challenging for automated systems [8, 11, 16, 22] due to the wide variety of formats, styles, and layouts found in presented tables.",0.0,Neutral
"Recently, there has been a shift in the research literature from traditional rule-based methods [3,10,17] for TE to data-driven methods based on deep learning (DL) [13,16,21].",0.0,Neutral
"To get around deficiencies in training data, some approaches model TSR in ways that are only partial solutions to the task, such as row and column detection in DeepDeSRT [16], which ignores spanning cells, or image-tomarkup without text content, as in models trained on TableBank [8].",0.0,Neutral
"Modeling approaches One of the most common modeling approaches for TSR is to frame the task as some form of object detection [13, 16, 21].",0.0,Neutral
"DeepDeSRT, a deep learning neural network performs image analysis to identify table formats, constructs templates [17].",0.0,Neutral
"Limited by this, existing TSP approaches can only handle table structure parsing in a relative simple scenario by grouping detected cells into tables [11, 16, 9, 23].",0.0,Neutral
"For a more practical requirement of parsing table structures from images taken by hand-held cameras in the wild, the existing state-of-the-art approaches [13, 14, 11, 16, 9, 23] are prone to fail as the commonly-used assumption of tabular images no longer holds.",0.0,Neutral
"However, these methods mainly focuses on the well-conditioned document images, where the tables [16, 23, 12, 9, 23, 14] are well-aligned to the image axes.",0.0,Neutral
"For direct comparison with previous work [20], we used the cleaned version of the dataset by Reference [7] and did not incorporate any sample of the dataset in the training set.",0.0,Neutral
"Moreover, in Reference [33], the authors employed Faster RCNN with a coronerocating an approach to improve the predicted tabular boundaries in document images.",0.0,Neutral
"For a comprehensive explanation of the RFP module, please refer to Reference [24].",0.0,Neutral
"(4)
In case of SAC explained in Reference [24], the above convolutionalayer converts into:
Con(i, w, 1) SAC−−→ S(i) .",0.0,Neutral
"It is important to emphasize that methods introduced in References [1,20] either rely on the heavy backbone with memory-intensive deformable convolutions [53] or are dependent on multiple preand post-processing methods to achieve the results.",0.0,Neutral
"Analogous to Reference [55], the network in the final cascaded stage segments the object in a bounding box, along with classification and regression.",0.0,Neutral
"We direct our readers to References [15,16,38–40] for a thorough understanding of these rule-based methods.",0.0,Neutral
We refer readers to Reference [24] for a detailed explanation on SAC.,0.0,Neutral
[7] presented another method that exploits Faster R-CNN [50] equipped with pre-trained base networks (ZFNet [51] and VGG-16 [52]) to detect tables in document images.,0.0,Neutral
"If we include feature transformations Tj before joining
the feedback connections from FPN to the bottom-up backbone, then, the output feature f j of RFP is explained in Reference [24] as:
f j = Fj( f j+1, ij), ij = Nj(ij−1, Tj( f j)), (2)
where j enumerates over S, and the transformation of FPN to RFP makes it a recursive function.",0.0,Neutral
"As depicted in Figure 5, the architecture of our utilized cascade Mask R-CNN closely follows the cascaded architecture introduced in Reference [25], along with the addition of segmentation branch at the final network head [55].",0.0,Neutral
"Different from Census; CDC; BLS; IMF that only provide PDF reports where table hierarchies are hard to extract precisely (Schreiber et al., 2017), StaCan and NSF also provide reports in HTML, from which cell information such as text and formats can be extracted precisely using HTML tags.",0.0,Neutral
[28] proposed a deep learning architecture for detecting table location and identifying the row and column positions.,0.0,Neutral
"[42] then devised a very standard deep learning approach called DeepDeSRT for table detection and structure recognition, where no prior knowledge or assumption about table structures was necessary.",0.0,Neutral
"These specific tasks range from document content understanding, document structural and syntactic analysis [6, 42, 48] and so on.",0.0,Neutral
"However, [4, 11] do not consider that complex tables which contain spanning cells, so that they cannot handle the structure recognition of complex tables well.",0.0,Neutral
"Although significant efforts have been made in the past to recognize the internal structure of tables through an automated process [4, 6, 7, 8, 9, 10], most of these methods [4, 11] only focus on simple tables and are hard to accurately recognize the structure of complex tables.",0.0,Neutral
"[4, 11] utilize recently published insights from semantic segmentation [14] research for identifying rows, columns, and cell positions within tables to recognize table structures.",0.0,Neutral
"Comparing with other methods [9, 4, 7], our method achieves state-of-the-art.",0.0,Neutral
"Analyzing tabular data in unstructured documents focuses mainly on three problems: i) table detection: localizing the bounding boxes of tables in documents [18, 19], ii) table structure recognition: parsing only the structural (row and column layout) information of tables [4, 7, 8], and iii) table recognition: parsing both the structural information and content of table cells [6].",0.0,Neutral
"Numerous efforts have been made in the past to automatically extract the relevant information from documents [1, 2, 3, 4, 5].",0.0,Neutral
"Due to the rapid development of deep learning and the massive amounts of tabular data in documents on the Web, many deep learning-based methods [4, 6, 7, 9, 11] have also been presented to understand table structures as they are robust to the input type (whether being scanned images or native digital).",0.0,Neutral
"Most previous methods [4, 7, 9, 11, 12] only use the spatial or visual features without considering the textual information of each table cell to recognize the table structure.",0.0,Neutral
"Document understanding methods in the literature have used various combinations of image, spatial and text features in order to understand and extract information from structurally rich documents such as forms [18, 57, 12], tables [44, 56, 24], receipts [27, 26] and invoices [35, 42, 37].",0.0,Neutral
DeepDeSRT [25] is a 2- fold system that applies Faster RCNN [24] and FCN [16] for both table detection and row/column segmentation.,0.0,Neutral
"For example, the DeepDeSRT [25] model was evaluated on a random subset of ICDAR13-Table.",0.0,Neutral
"For cell spatial location detection, we use the same evaluation metrics with recent methods [25, 27, 29, 28, 20].",0.0,Neutral
"2, with the success of deep learning, recent deep learning-based table structure recognition approaches can be divided into three categories: 1) identify cell bounding boxes through visual detection and segmentation methods [25, 27, 29, 28, 8]; 2) transform a table image into the markup sequence, such as LaTeX and HTML [10, 2]; and 3) explore the adjacency relation between different table cells [30, 22, 11].",0.0,Neutral
"Recently, segmentation-based methods have been popular in table cell detection due to its statistical significance along table rows and columns [25, 27, 28].",0.0,Neutral
DeepDeSRT [25] is a 2fold system that applies Faster RCNN [24] and FCN [16] for both table detection and row/column segmentation.,0.0,Neutral
DeepDeSRT [1] is contain two steps: first step is deep learning method for table detection where using fine-tuning a pre-trained model of Faster RCNN and second step is deep learning method for table structure recognition by using fine-tuning FCN proposed by Shelhamer et al.,0.0,Neutral
"Deep learning has recently achieving state-of-the-art using convolutional neural network (CNN) [9] in many tasks including object detection [10], face recognition [11], sequence to sequence learning [12, 13], speech recognition [14], semantic segmentation [15], image classification [16], handwritten recognition [17, 18, 19], and table detection [1, 8, 6] is demanding because they need to classify tables among the texts and other figures.",0.0,Neutral
"A few studies have been conducted on the identification of tables in documents [1, 2, 3, 4, 5].",0.0,Neutral
[8] proposed a deep learning-based approach for table detection and table structure recognition in documents or images.,0.0,Neutral
Schreiber et al. (2017) proposed DeepDeSRT that employs the Faster R-CNN model for table detection and a semantic segmentation approach for structure recognition.,0.0,Neutral
[15] addressed TD and TSR in a single approach using a two-fold system based on Faster R-CNN [12] for TD and DL-based semantic segmentation for TSR that utilizes transfer learning.,0.0,Neutral
"Conclusion: Despite the extensive interest of the NLP community in leveraging document structures (e. g., Apostolova and Tomuro 2014; Schäfer et al. 2011; Schäfer and Weitz 2012; Schreiber et al. 2018; Katti et al. 2018), the task of parsing complete document structures from renderings has been overlooked.",0.0,Neutral
"…for structure parsing on documents focused on a subset of simpler tasks such as segmentation of text regions (Antonacopoulos et al. 2009), locating tables (Zanibbi, Blostein, and Cordy 2004; Embley et al. 2006), or parsing them (Schreiber et al. 2018), but not parsing complete document structures.",0.0,Neutral
"On the other hand, efficient learning is prevented as large-scale training sets are lacking (cf. Arif and Shafait 2018; Schreiber et al. 2018).",0.0,Neutral
"The works by Schreiber et al. (2018); Qasim, Mahmood, and Shafait (2019) draw upon deep neural networks to identify table structures for rendered inputs.",0.0,Neutral
"Altogether, our weak supervision outperforms the state-of-theart (Schreiber et al. 2018) by a considerable margin.",0.0,Neutral
"…Despite the extensive interest of the NLP community in leveraging document structures (e. g., Apostolova and Tomuro 2014; Schäfer et al. 2011; Schäfer and Weitz 2012; Schreiber et al. 2018; Katti et al. 2018), the task of parsing complete document structures from renderings has been overlooked.",0.0,Neutral
"For instance, nested tables are fairly easy to recognize for human readers, yet detecting them is known to impose computational hurdles (cf. Schreiber et al. 2018).",0.0,Neutral
"2006), or parsing them (Schreiber et al. 2018), but not parsing complete document structures.",0.0,Neutral
"Works of [30,31,32] firstly obtain the rows and columns regions using the detection or segmentation models and then intersect these two regions to obtain the grids of cells.",0.0,Neutral
"With the great success of deep neural network in computer vision field, works began to focus on the image-based table with more general structures [21,30,24,9,13,36,23,14,33].",0.0,Neutral
"Though recent works [30,22,32,31] attempt to predict row/column regions or even invisible grid lines [33], they are limited to handle tables that cross span multiple rows/columns.",0.0,Neutral
"Thus, table structure recognition [10,21,34,30,5,4,39] becomes one of the important techniques in current document understanding systems.",0.0,Neutral
"DeepDeSRT can segment cells, which are large enough and fully filled with texts.",0.0,Neutral
"We also compared the performance of CluSTi to DeepDeSRT [34], which is known as the best",0.5,Weak
"(2017) proposed a deep learning method called DeepDeSRT to detect tables in document images like PDF, as well as to recognize their structure [34].",0.0,Neutral
"In DeepDeSRT, the cell’s boundaries were recognized using a pre-trained Fully Convolutional Networks (FCN) for semantic segmentation [12, 21].",0.0,Neutral
"We also compared the performance of CluSTi to DeepDeSRT [34], which is known as the best
recent method for table structure recognition on the ICDAR 2013 and ICDAR 2019 competition’s datasets.",0.5,Weak
"In this case, the table structure can not be recognized using DeepDeSRT due to the fact that there exist many empty cells.",0.0,Neutral
table cells relying on their boundaries [34].,0.0,Neutral
"This approach overcome the limitations of DeepDeSRT method, which segments table cells relying on their boundaries [34].",0.0,Neutral
"That’s why when cells are empty or not large enough, they are still recognized by CluSTi but not by DeepDeSRT.",0.0,Neutral
"For instance, Schreiber et al. (2017) proposed a deep learning method called DeepDeSRT to detect tables in document images like PDF, as well as to recognize their structure [34].",0.0,Neutral
"This result also outperformed DeepDeSRT, which is known as the best recent method applied on document images.",0.5,Weak
CluSTi outperforms DeepDeSRT with an overall F1-score of 98.48% on 193 document images compared to 91.44% on 34 images (Table 2).,0.5,Weak
"TableNet showed comparable results to DeepDeSRT method [34], and their model is end-to-end which means further improvements can be made with richer semantic knowledge, and additional branches for learning row-based segmentation.",0.0,Neutral
"This method outperformed DeepDeSRT and TableNet with a significant higher F1-score on the 34 test images of ICDAR 2013 competition dataset, that demonstrated for the efficiency of our method.",0.5,Weak
"Table 2 Comparison of detection accuracy (%) among CluSTi, DeepDeSRT [34], and TableNet [23] on ICDAR 2013 dataset",0.0,Neutral
"In contrast, DeepDeSRT is based on Faster RCNN, a semantic segmentation model which focuses on cell object detection [28].",0.0,Neutral
The authors have reported the F1-score of 93.42% with an IOU of 0.5 on the ICDAR 2013 dataset [66].,0.0,Neutral
"[7], they have formulated the problem of structure recognition as the semantic segmentation problem.",0.0,Neutral
DeepDeSRT [7] Faster R-CNN with transfer learning techniques (Section III-A1a) Simple and effective end-to-end approach to detect tables and structures of the tables.,0.0,Neutral
Deep learning leverages huge datasets [7].,0.0,Neutral
The threshold of Intersection Over Union (IOU) for calculating precision and recall is also defined in Table 6.,0.0,Neutral
These three metrics are calculated on a specific IOU threshold established by the authors.,0.0,Neutral
"The performance of deep neural networks has a direct relation with the size of the dataset [7], [24].",0.0,Neutral
"Their end to end system known as DeepDeSRT not only detects the tabular region but also distinguishes the structure of the table and both of these tasks are dealt with by applying distinctive
87666 VOLUME 9, 2021
deep learning techniques.",0.0,Neutral
"[45] S. Schreiber, S. Agne, I. Wolf, A. Dengel, and S. Ahmed, ‘‘DeepDeSRT: Deep learning for detection and structure recognition of tables in document images,’’ in Proc.",0.0,Neutral
"The task of table structural segmentation is evaluated based on how accurate the rows or columns of the tables are separated [7], [44], [47].",0.0,Neutral
We strongly believe that the threshold value for IOU needs to be standardized in order to have an impartial comparison.,0.0,Neutral
"For table detection, one of the most exploited evaluation metrics is IOU [45], [46].",0.0,Neutral
"To recognize the structure in tables, the authors of DeepDeSRT [7] have exploited the concept of semantic segmentation.",0.0,Neutral
"The author tries to convince the readers that due to the interdependence between the table detection and structural segmentation, both of the problems can be solved efficiently by using a single network.
a: FULLY CONVOLUTIONAL NETWORKS To recognize the structure in tables, the authors of DeepDeSRT [45] have exploited the concept of semantic segmentation.",0.0,Neutral
"For table detection, one of the most exploited evaluation metrics is IOU [7], [40], [44].",0.0,Neutral
"It is crucial to mention that some of the approaches have not quoted the threshold value for IOU; however, they have compared their results with other methods where the threshold value is defined.",0.0,Neutral
"[8], [18], [1] and [22] made use of Faster R-CNN [17] with their own take on handcrafted features and preprocessing methodologies.",0.0,Neutral
[18] mentions the unnatural approach of detecting rows and columns through Faster R-CNN [17] and instead proposes fine-grained image segmentation through FCN-X’s architecture by Shelhamer et al.,0.0,Neutral
"To achieve convergence, datasets with a massive amount of images are required to train these networks optimally [14,19].",0.0,Neutral
[14] where they implemented Faster R-CNN for detection of tables in document images.,0.0,Neutral
DeepDeSRT [14] Faster R-CNN [50] with transfer learning Straightforward and effective approach to detect tables.,0.0,Neutral
"DeepDeSRT [26], uses separate, specially made neural networks to identify tables and extract their data.",0.0,Neutral
"However, extracting tabular structures directly from images is perplexing compared to operating over digital-born PDFs [17].",0.0,Neutral
[27] published the first natural image-based deep learning system which explored the problem of table structure analysis.,0.0,Neutral
"ICDAR-2013 [18] dataset has been used to standardize the state-of-the-art results for the task of table detection and table structure recognition [27], [32].",0.0,Neutral
"However, extracting tabular structures directly from images is perplexing as compared to operating over digital-born PDFs [27].",0.0,Neutral
"In this paper, we exhibit that current object detectors that have already shown remarkable improvements in resolving the problem of table detection [27], [42], are also extremely effective in improving the performance of table structure recognition systems.",0.0,Neutral
This problem can be further dissolved into detecting rows and columns in a table that can be later combined to produce the respective cells [27].,0.0,Neutral
"In order to compare our approach with state-of-the-art methods [27], [32], [33], we have used the identical evaluation metrics which are explained below:",0.5,Weak
"[27] in order to implement a direct comparison against the similar approaches [27], [32], [33].",0.0,Neutral
All these techniques are heavily dependent on the meta-data available in digital-born PDFs.,0.0,Neutral
"Borrowing from computer vision, other works [1, 5, 6, 12] showed that a trained object detection or image semantic model, such as a convolutional neural network, can learn to detect boundaries of tables, figures, lists, paragraphs with satisfying results; however, they do not tackle the issue of parsing smaller elements such as list items or sentences with computer vision techniques.",0.0,Neutral
"Many previous works [22, 26, 23] and tools 16 have been developed to identify and parse table structures.",0.0,Neutral
"Object detection-based methods like Faster R-CNN [24] and Mask R-CNN [11] are used for identifying document elements [34] and detecting tables [26, 22].",0.0,Neutral
"…Fu, & Zhang, 2019; Holeček, Hoskovec, Baudiš, & Klinger, 2019; Schreiber, Agne, Wolf, Dengel, & Ahmed, 2017) through convolutional (Dong et al., 2019; Holeček et al., 2019) layers and recurrent neural
networks (Schreiber et al., 2017) trained either on the imaged document or on other formats.",0.0,Neutral
"Examples include detecting tables, equations, figures [53, 43, 44], signatures and logos [46, 47].",0.0,Neutral
"Examples for table and cell region detection include [2, 4, 6] while [4–7, 9] address table structure extraction.",0.0,Neutral
"Convolutional neural networks [150, 151], fully-convolutional neural networks [152, 153], region-based convolutional neural networks [154, 155, 156, 157], and graph neural networks [158, 159] have all been exploited to parse the physical layout of documents or to detect elements of interest (e.",0.0,Neutral
"For example, Schreiber et al. (2017) [4]) proposed a method based on Faster-RCNN network; Li et al. (2019) [5]) presented a method combined with GAN and so on.",0.0,Neutral
(2017) [4]) used the FCN to recognize rows and columns in tables.,0.0,Neutral
(2017) [4]) proposed a method based on Faster-RCNN network; Li et al.,0.0,Neutral
Schreiber et al. (2017) [4]) used the FCN to recognize rows and columns in tables.,0.0,Neutral
"For example, Schreiber et al. (2017) [4]) proposed a method based on Faster-RCNN network; Li et al. (2019) [5]) presented a method combined with GAN and so on.",0.0,Neutral
(2017) [4]) used the FCN to recognize rows and columns in tables.,0.0,Neutral
(2017) [4]) proposed a method based on Faster-RCNN network; Li et al.,0.0,Neutral
Schreiber et al. (2017) [4]) used the FCN to recognize rows and columns in tables.,0.0,Neutral
"been restricted to structure detection only [6, 9, 11].",0.0,Neutral
"Such approaches include the following: (i) binary classification based on convolutional neural networks [10], (ii) fine-tuning pre-trained models for object detection in images [1], [6], [30], [34], [35], (iii) semantic segmentation [11], [14], and (iv) feature generation [19].",0.0,Neutral
[30] discovered that the table detection in document images is similar to detection of objects in natural scene images.,0.0,Neutral
"The contemporary deep neural networks for table detection in document images [1], [6], [13], [24], [30], [34], [35] demonstrate a high accuracy on the competition datasets.",0.0,Neutral
[30] for developing a DNN-model for table detection.,0.0,Neutral
"We explore three neural models used in previous works on abusive language classi-
cation: Convolutional Neural Network (CNN)
GRU
fasttext .887 .661 .312 .284
word2vec .887 .633 .301 .254
-GRU random .868 .586 .236 .219 fasttext .891 .639 .324 .365 word2vec .890 .631 .315 .306
Table 4: Results on st. False negative/positive equality differences are larger when pre-trained embedding is used and CNN or -RNN is trained
(Park and Fung, 2017), Gated Recurrent Unit (GRU) (Cho et al., 2014), and Bidirectional GRU with self-attention ( -GRU) (Pavlopoulos et al.,
2017), but with a simpler mechanism used in
Felbo et al. (2017).",0.0,Neutral
"CNN: Convolution layers with 3 lters with the size of [3,4,5], feature map size=100, Embedding Size=300, Maxpooling, Dropout=0.5
2.",0.0,Neutral
In: IJCNN. pp. 1–8 (2019) 38.,0.0,Neutral
"More recently, some deep learning methods based on Convolutional Neural Networks (CNN) [34], Conditional Generative Adversarial Networks (CGAN) [37], and a combination of a CNN, saliency and graphical models [20] have been evaluated.",0.0,Neutral
The natural language approach has been widely researched and implemented in recent years [5].,0.0,Neutral
"…using convolutional neural networks (CNNs) provide considerably better performance (Xu et al., 2020; Kavasidis et al., 2019; Siegel et al., 2018; Schreiber et al., 2017; Gilani et al., 2017; Hao et al., 2016), the quality of the labeled training data often determines the success of these…",0.0,Neutral
"Among these, the problem of table structure recognition has been of high interest in the community [4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20].",0.0,Neutral
"In the space of document images, researchers have been working on understanding equations [30,31], figures [32,33] and tables [6,7,8,9,10,11,12,13,14,15,16,17].",0.0,Neutral
deepdesrt [7] scitsr 12K S-A 0.,0.0,Neutral
"Table structure recognition is a challenging problem due to complex structures and high variability in table layouts [4,5,6,7,8,9,10,11,12,13,14,15,16,17].",0.0,Neutral
"In S-A, we observe that our model outperforms deepdesrt [7] method by a 27.",0.5,Weak
"Many cognitive methods [6,7,8,9,10,11,12,14,15,16,37,38,39,40,41,42,43] have also been presented to understand table structures as they are robust to the input type (whether being scanned images or native digital).",0.0,Neutral
"We compare the performance of our tabstruct-net against seven benchmark methods — deepdesrt [7], tablenet [12], graphtsr [14], splerge [10], dgcnn [9], Bi-directional gru [15] and Image-to-Text [11].",0.5,Weak
"Deep learning-based approaches can be used for document layout analysis and content parsing (Shen et al., 2021; Zhong et al., 2019; Schreiber et al., 2017).",0.0,Neutral
"Deep learning-based approaches have recently been widely applied to document layout analysis and content parsing (Zhong, Tang, and Yepes 2019; Schreiber et al. 2017).",0.0,Neutral
"applied to document layout analysis and content parsing (Zhong, Tang, and Yepes 2019; Schreiber et al. 2017).",0.0,Neutral
"For analysing the tables in scanned documents, (Schreiber et al. 2017; Paliwal et al. 2019; Prasad et al. 2020) propose different modifications to standard CNN network architectures such as VGGNet (Si-
.
monyan and Zisserman 2014) used for classification and Faster R-CNN (Ren et al. 2015) for…",0.0,Neutral
"For analysing the tables in scanned documents, (Schreiber et al. 2017; Paliwal et al. 2019; Prasad et al. 2020) propose different modifications to standard CNN network architectures such as VGGNet (SiFigure 3: Results of Table Token Classification.",0.0,Neutral
"We refer the readers to [25, 26] for table detection and [27, 28] for figure detection algorithms.",0.0,Neutral
"The contemporary deep neural network models for the table detection [1], [5], [16], [18] show a high accuracy on the competition datasets such as UNLV [17], Marmot1, ICDAR 2013 [7], and ICDAR 2017 [4]).",0.0,Neutral
"The current trend involves deep learning techniques: binary classification based on convolutional neural networks [8], fine-tuned object detection models [1], [5], [16], [18], and semantic segmentation [9], [10].",0.0,Neutral
"Thanks to the development of several public databases, document processing has made a great progress in recent years [1], [2].",0.0,Neutral
"There also exist deep learning methods to detect tables from images (Schreiber et al., 2017); (Paliwal et al., 2019).",0.0,Neutral
"There also exist deep learning methods to detect tables from images (Schreiber et al., 2017); (Paliwal et al.",0.0,Neutral
"[22], Siddiqui et al.",0.0,Neutral
"State of the art algorithms (such as [7, 13, 14, 21, 22, 24, 26]) for graphical object detection are motivated by the success of object detection in computer vision (such as faster r-cnn and mask r-cnn).",0.0,Neutral
"Recent advances in object detection in natural scene images using deep learning inspire researchers [7, 13, 14, 16, 18, 21, 22, 24, 26] to develop deep learning based algorithms for detecting graphical objects in documents.",0.0,Neutral
"a lot of attention in the research community [7, 10, 13–16, 18, 21, 22, 24, 26, 27].",0.0,Neutral
There have been many deep learning models that have been successful at tabular structure detection [4] [29] .,0.0,Neutral
Schreiber et al.11 presented a system that is completely data driven and not require heuristics or meta data to detect and recognize table structures on the ICDAR 2013 dataset.,0.0,Neutral
"The comparison of performance between open source F. Shafait et al.5 technique (Tesseract),Schreiber et al. Hao et al.10 , Gilani et al.12 and our method is shown in Table 2.",0.5,Weak
Performance Measures Accuracy (%) Tesseract(5) Schreiber et al.(11) Gilani et al.,0.0,Neutral
Schreiber et al.(11) presented a system that is completely data driven and not require heuristics or meta data to detect and recognize table structures on the ICDAR 2013 dataset.,0.0,Neutral
"One particular area where automation is of utmost importance and desirable is digitization of scanned documents like bank application forms, receipts and insurance claim forms [22, 20, 16, 14] to facilitate easy and quick retrieval and management of information for faster processing.",0.0,Neutral
"For converting the image into a binary image adaptive thresholding algorithm can be used and for removing the noise, algorithms such as KFILL algorithms can be utilized [24].",0.0,Neutral
"Table Detection and Tabular Structure Identification: Often real world invoices and other documents contain data in tables with highly variable structure, and while deep learning has made important strides in table detection [12, 16], extraction techniques that generalize well across unseen table formats remains a challenge.",0.0,Neutral
"Most existing work on object detection-based methods detect entire rows and column separately, and represents the intersection of detected rows and columns as cells [26, 33].",0.0,Neutral
